date,1. open,2. high,3. low,4. close,5. volume
2019-04-26 16:00:00,80.36,80.5,80.36,80.48,328865
2019-04-26 15:59:00,80.43,80.44,80.36,80.37,209230
2019-04-26 15:58:00,80.42,80.44,80.4,80.43,169207
2019-04-26 15:57:00,80.3198,80.42,80.31,80.42,193134
2019-04-26 15:56:00,80.22,80.33,80.22,80.32,162641
2019-04-26 15:55:00,80.195,80.22,80.16,80.22,85191
2019-04-26 15:54:00,80.09,80.22,80.085,80.2,164661
2019-04-26 15:53:00,80.055,80.09,80.05,80.09,91016
2019-04-26 15:52:00,80.03,80.07,80.01,80.0595,103013
2019-04-26 15:51:00,79.985,80.03,79.975,80.03,54830
2019-04-26 15:50:00,80.0,80.01,79.985,79.985,52719
2019-04-26 15:49:00,79.93,80.0,79.92,80.0,56414
2019-04-26 15:48:00,79.97,79.97,79.93,79.93,56112
2019-04-26 15:47:00,79.965,79.99,79.96,79.97,33696
2019-04-26 15:46:00,79.965,79.9899,79.96,79.96,52125
2019-04-26 15:45:00,79.96,79.98,79.96,79.965,48851
2019-04-26 15:44:00,80.005,80.0099,79.96,79.96,31028
2019-04-26 15:43:00,80.04,80.04,80.0,80.0,23188
2019-04-26 15:42:00,80.055,80.07,80.04,80.045,28988
2019-04-26 15:41:00,80.04,80.06,80.03,80.06,48377
2019-04-26 15:40:00,80.025,80.04,80.0,80.04,46317
2019-04-26 15:39:00,80.04,80.04,80.02,80.0201,18056
2019-04-26 15:38:00,80.045,80.06,80.0214,80.04,29404
2019-04-26 15:37:00,80.025,80.07,80.025,80.045,49466
2019-04-26 15:36:00,80.019,80.0373,80.01,80.025,36060
2019-04-26 15:35:00,80.03,80.07,80.01,80.02,57622
2019-04-26 15:34:00,80.0347,80.04,80.02,80.03,22852
2019-04-26 15:33:00,79.93,80.03,79.93,80.03,66256
2019-04-26 15:32:00,79.935,79.935,79.915,79.93,23885
2019-04-26 15:31:00,79.91,79.95,79.875,79.935,50299
2019-04-26 15:30:00,79.805,79.91,79.805,79.91,25735
2019-04-26 15:29:00,79.895,79.9,79.8,79.8,33843
2019-04-26 15:28:00,79.9,79.915,79.89,79.8985,40332
2019-04-26 15:27:00,79.9044,79.91,79.89,79.895,59531
2019-04-26 15:26:00,79.885,79.9049,79.87,79.9049,26065
2019-04-26 15:25:00,79.88,79.915,79.8799,79.89,44145
2019-04-26 15:24:00,79.86,79.885,79.85,79.88,44706
2019-04-26 15:23:00,79.88,79.89,79.86,79.87,42960
2019-04-26 15:22:00,79.89,79.89,79.88,79.88,16469
2019-04-26 15:21:00,79.8852,79.895,79.88,79.885,19036
2019-04-26 15:20:00,79.85,79.9,79.845,79.888,32027
2019-04-26 15:19:00,79.8004,79.845,79.8,79.84,16767
2019-04-26 15:18:00,79.805,79.84,79.8,79.8,41133
2019-04-26 15:17:00,79.79,79.81,79.79,79.8056,15518
2019-04-26 15:16:00,79.76,79.805,79.7547,79.79,25691
2019-04-26 15:15:00,79.77,79.77,79.72,79.75,24673
2019-04-26 15:14:00,79.7266,79.77,79.72,79.77,26221
2019-04-26 15:13:00,79.7538,79.76,79.72,79.72,21083
2019-04-26 15:12:00,79.75,79.77,79.7424,79.75,19130
